id,sentence,words,suffixes,prompt,gold_answer,template
bilkent-turkish-writings-1179,Başında beklerdin aynı hizaya ___ görmek için,['gel'],"['u', 'i', 'in', 'ni', 'nu', 'ma', 'su', 'n', 'nı', 'ı', 'sı', 'ın', 'me', 'ün', 'sü', 'n', 'ü', 'si', 'nü', '', 'm', 's', 'un']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Başında beklerdin aynı hizaya ___ görmek için""
Words: ['gel']
Suffixes: ['u', 'i', 'in', 'ni', 'nu', 'ma', 'su', 'n', 'nı', 'ı', 'sı', 'ın', 'me', 'ün', 'sü', 'n', 'ü', 'si', 'nü', '', 'm', 's', 'un']
Missing words: 
",['gelmesini'],bfill
bilkent-turkish-writings-912,"Hepimiz ___ saklamaya çalıştığımız bir oyun oynuyoruz, yaşamak için normlar ve kurallar koyarak benliğimizden uzaklaşıyoruz; ciddi hayatlara ciddi suratlar dikiyoruz her gece, güzel bir senaryo, beğenip hemen oynamaya başlıyoruz",['deli'],"['ümz', 'ımuz', 'umız', 'umuz', 'i', 'lk', 'umüz', 'mız', 'nü', 'imuz', 'umiz', 'muz', 'ümuz', 'ımz', 'imz', 'ımiz', '', 'imüz', 'imız', 'u', 'lık', 'ümız', 'n', 'müz', 'miz', 'imiz', 'ımız', 'ümüz', 'mz', 'nu', 'lik', 'ü', 'ı', 'nı', 'ımüz', 'ni', 'lük', 'umz', 'luk', 'ümiz']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Hepimiz ___ saklamaya çalıştığımız bir oyun oynuyoruz, yaşamak için normlar ve kurallar koyarak benliğimizden uzaklaşıyoruz; ciddi hayatlara ciddi suratlar dikiyoruz her gece, güzel bir senaryo, beğenip hemen oynamaya başlıyoruz""
Words: ['deli']
Suffixes: ['ümz', 'ımuz', 'umız', 'umuz', 'i', 'lk', 'umüz', 'mız', 'nü', 'imuz', 'umiz', 'muz', 'ümuz', 'ımz', 'imz', 'ımiz', '', 'imüz', 'imız', 'u', 'lık', 'ümız', 'n', 'müz', 'miz', 'imiz', 'ımız', 'ümüz', 'mz', 'nu', 'lik', 'ü', 'ı', 'nı', 'ımüz', 'ni', 'lük', 'umz', 'luk', 'ümiz']
Missing words: 
",['deliliğimizi'],bfill
bilkent-turkish-writings-2616,Benim için dünya çoğu zaman siyah ve ___ oluşur,['beyaz'],"['dan', 'den', 'tn', 'ten', 'dn', 'tan']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Benim için dünya çoğu zaman siyah ve ___ oluşur""
Words: ['beyaz']
Suffixes: ['dan', 'den', 'tn', 'ten', 'dn', 'tan']
Missing words: 
",['beyazdan'],bfill
bilkent-turkish-writings-1661,"Diğer ___ halk demokratik sistem gelsin diye devrimler yaparken, can ve malını tehlikeye atarken, bizim ülkemizde savaşlar kazanmış bir başkomutan kendi saltanatını kurmak yerine demokratik sistemle yönetilecek bir devlet kuruyor",['ülke'],"['de', 'ta', 'ler', 't', 'lr', 'da', 'te', 'd', 'lar']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Diğer ___ halk demokratik sistem gelsin diye devrimler yaparken, can ve malını tehlikeye atarken, bizim ülkemizde savaşlar kazanmış bir başkomutan kendi saltanatını kurmak yerine demokratik sistemle yönetilecek bir devlet kuruyor""
Words: ['ülke']
Suffixes: ['de', 'ta', 'ler', 't', 'lr', 'da', 'te', 'd', 'lar']
Missing words: 
",['ülkelerde'],bfill
bilkent-turkish-writings-5283,Daha önce de karşılaşmış olmama rağmen pek ___ bu fikir Stefan Zweig’ın Alacakaranlıkta Bir Öykü adlı öyküsünü okuduktan sonra yeniden zihnimde belirdi,['irdele'],"['ım', 'tik', 'dük', 'tık', 'dk', 'um', 'tk', 'm', 'im', 'tuk', 'üm', 'dık', 'dik', 'm', 'duk', 'ma', 'me', 'tük']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Daha önce de karşılaşmış olmama rağmen pek ___ bu fikir Stefan Zweig’ın Alacakaranlıkta Bir Öykü adlı öyküsünü okuduktan sonra yeniden zihnimde belirdi""
Words: ['irdele']
Suffixes: ['ım', 'tik', 'dük', 'tık', 'dk', 'um', 'tk', 'm', 'im', 'tuk', 'üm', 'dık', 'dik', 'm', 'duk', 'ma', 'me', 'tük']
Missing words: 
",['irdelemediğim'],bfill
bilkent-turkish-writings-2662,Yanlış ___ sigaraya ve alkole verilen para tamamen kesilip kitaba yatırılmalı demek değil amacım,['anla'],"['ül', 'sün', 'me', 'iş', 'sun', 'uş', 'l', 'sın', 'ma', 'il', 'm', 'sin', 'ış', 'ul', 'ş', 'ıl', 'sn', 'üş']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Yanlış ___ sigaraya ve alkole verilen para tamamen kesilip kitaba yatırılmalı demek değil amacım""
Words: ['anla']
Suffixes: ['ül', 'sün', 'me', 'iş', 'sun', 'uş', 'l', 'sın', 'ma', 'il', 'm', 'sin', 'ış', 'ul', 'ş', 'ıl', 'sn', 'üş']
Missing words: 
",['anlaşılmasın'],bfill
bilkent-turkish-writings-3963,2015 yılının başıydı ve üniversite ___,['hazır'],"['ta', 'yd', 't', 'du', 'yti', 'ydü', 'lık', 'ydi', 'luk', 'ti', 'de', 'm', 'tü', 'di', 'd', 'te', 'ytı', 'lük', 'ydu', 'dü', 'ytu', 'dı', 't', 'd', 'da', 'yt', 'lk', 'lik', 'ytü', 'tu', 'tı', 'ydı']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""2015 yılının başıydı ve üniversite ___""
Words: ['hazır']
Suffixes: ['ta', 'yd', 't', 'du', 'yti', 'ydü', 'lık', 'ydi', 'luk', 'ti', 'de', 'm', 'tü', 'di', 'd', 'te', 'ytı', 'lük', 'ydu', 'dü', 'ytu', 'dı', 't', 'd', 'da', 'yt', 'lk', 'lik', 'ytü', 'tu', 'tı', 'ydı']
Missing words: 
",['hazırlıktaydım'],bfill
bilkent-turkish-writings-6344,Ya da ortaokulda ___ hayalini kurduğunuz oyunlara layık süper bir bilgisayar,['oyna'],"['nun', 'ın', 'n', 'nın', 'm', 'nün', 'in', 'nn', 'me', 'un', 'ma', 'nin', 'ün']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Ya da ortaokulda ___ hayalini kurduğunuz oyunlara layık süper bir bilgisayar""
Words: ['oyna']
Suffixes: ['nun', 'ın', 'n', 'nın', 'm', 'nün', 'in', 'nn', 'me', 'un', 'ma', 'nin', 'ün']
Missing words: 
",['oynamanın'],bfill
bilkent-turkish-writings-4486,Bu karmaşalar yüzünden çoğumuz yanlış beslenme ___ sahibiz,['alışkan'],"['ya', 'ın', 'ün', 'nin', 'un', 'lar', 'e', 'a', 'nn', 'nun', 'ler', 'n', 'ye', 'nün', 'lr', 'nın', '', 'in', 'y']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Bu karmaşalar yüzünden çoğumuz yanlış beslenme ___ sahibiz""
Words: ['alışkan']
Suffixes: ['ya', 'ın', 'ün', 'nin', 'un', 'lar', 'e', 'a', 'nn', 'nun', 'ler', 'n', 'ye', 'nün', 'lr', 'nın', '', 'in', 'y']
Missing words: 
",['alışkanlarına'],bfill
bilkent-turkish-writings-1806,"Önceden akıl, mantık, olasılık yöntemleriyle hareket eden kitap kahramanı ruhla, inançla ya da başka bir deyişle ___ tanışmaktadır ve hayatına giren bu yeni kavramlar eskilerinin yerine almaya çalışmamış, onlarla bütünleşerek David Caine’e yardımcı olmuştur",['olası'],"['yl', 'lik', 'la', 'lik', 'l', 'le', 'lık', 'lük', 'sız', 'luk', 'lk', 'lk', 'siz', 'luk', 'süz', 'lük', 'yla', 'suz', 'sz', 'yle', 'lık']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Önceden akıl, mantık, olasılık yöntemleriyle hareket eden kitap kahramanı ruhla, inançla ya da başka bir deyişle ___ tanışmaktadır ve hayatına giren bu yeni kavramlar eskilerinin yerine almaya çalışmamış, onlarla bütünleşerek David Caine’e yardımcı olmuştur""
Words: ['olası']
Suffixes: ['yl', 'lik', 'la', 'lik', 'l', 'le', 'lık', 'lük', 'sız', 'luk', 'lk', 'lk', 'siz', 'luk', 'süz', 'lük', 'yla', 'suz', 'sz', 'yle', 'lık']
Missing words: 
",['olasılıksızlıkla'],bfill
bilkent-turkish-writings-1317,"Umudunun, hüznünün ve ___ asıl kaynağı yalnızlığıdır",['tecrübe'],"['n', 'sı', 'ler', '', 'sü', 'nin', 'un', 'i', 'ü', 'nün', 'nun', 'u', 'su', 'in', 'nn', 'ın', 'lr', 'ün', 'nın', 'lar', 'ı', 's', 'si']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Umudunun, hüznünün ve ___ asıl kaynağı yalnızlığıdır""
Words: ['tecrübe']
Suffixes: ['n', 'sı', 'ler', '', 'sü', 'nin', 'un', 'i', 'ü', 'nün', 'nun', 'u', 'su', 'in', 'nn', 'ın', 'lr', 'ün', 'nın', 'lar', 'ı', 's', 'si']
Missing words: 
",['tecrübelerinin'],bfill
bilkent-turkish-writings-505,Onda da sohbet etmekten çok boş boş ekrana bakıyoruz ve birbirimizin derdinden çok ___ derdine yoğunlaşıyoruz beraber,['ekran'],"['ki', 'nun', 'ın', 'ta', 'n', 'da', 'nün', 'nin', 'un', 'te', 'd', 'de', 'nn', 't', 'nın', 'in', 'ün']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Onda da sohbet etmekten çok boş boş ekrana bakıyoruz ve birbirimizin derdinden çok ___ derdine yoğunlaşıyoruz beraber""
Words: ['ekran']
Suffixes: ['ki', 'nun', 'ın', 'ta', 'n', 'da', 'nün', 'nin', 'un', 'te', 'd', 'de', 'nn', 't', 'nın', 'in', 'ün']
Missing words: 
",['ekrandakinin'],bfill
bilkent-turkish-writings-1986,"Ne bileyim, parfüm ___ başka bir kokunun peşine düşmek gibi mesela",['koku'],"['nten', 'dn', 'su', 'ntn', 'den', 'tn', 'si', 'sü', 'ı', 'tan', 'ntan', 'ndan', 'i', 'sı', 'nden', 's', 'dan', '', 'u', 'ten', 'ndn', 'ü']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Ne bileyim, parfüm ___ başka bir kokunun peşine düşmek gibi mesela""
Words: ['koku']
Suffixes: ['nten', 'dn', 'su', 'ntn', 'den', 'tn', 'si', 'sü', 'ı', 'tan', 'ntan', 'ndan', 'i', 'sı', 'nden', 's', 'dan', '', 'u', 'ten', 'ndn', 'ü']
Missing words: 
",['kokusundan'],bfill
bilkent-turkish-writings-2544,"Suçların cezaya dönüşmesi durumları ne kadar kanunlara bağlı olsa da, kararın sonucunun hâkimin ya da savcının inisiyatifinde olduğunu, biraz da sanığın avukatının becerisine ___ düşünüyorum",['bağ'],"['yacek', 'eck', 's', 'yeck', 'u', 'acak', 'sü', 'su', 'ı', 'yecek', 'acek', 'i', 'yecak', 'ybil', 'ecak', 'ecek', 'sı', 'n', 'ni', 'cak', 'yack', 'nü', 'ebil', '', 'ycak', '', 'nu', 'yabil', 'ycek', 'i', 'ack', 'ı', 'cek', 'yebil', 'ln', 'lan', 'yck', 'u', 'si', 'bil', 'abil', 'yacak', 'ck', 'nı', 'len', 'ü', 'ü']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Suçların cezaya dönüşmesi durumları ne kadar kanunlara bağlı olsa da, kararın sonucunun hâkimin ya da savcının inisiyatifinde olduğunu, biraz da sanığın avukatının becerisine ___ düşünüyorum""
Words: ['bağ']
Suffixes: ['yacek', 'eck', 's', 'yeck', 'u', 'acak', 'sü', 'su', 'ı', 'yecek', 'acek', 'i', 'yecak', 'ybil', 'ecak', 'ecek', 'sı', 'n', 'ni', 'cak', 'yack', 'nü', 'ebil', '', 'ycak', '', 'nu', 'yabil', 'ycek', 'i', 'ack', 'ı', 'cek', 'yebil', 'ln', 'lan', 'yck', 'u', 'si', 'bil', 'abil', 'yacak', 'ck', 'nı', 'len', 'ü', 'ü']
Missing words: 
",['bağlanabileceğini'],bfill
bilkent-turkish-writings-3365,"Lakin belli ___ olmalı insanın, İnsan olanın",['sınır'],"['ü', 'y', '', 'ler', 'yu', 'yi', 'yı', 'yü', 'ı', 'u', 'lr', 'i', 'lar']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Lakin belli ___ olmalı insanın, İnsan olanın""
Words: ['sınır']
Suffixes: ['ü', 'y', '', 'ler', 'yu', 'yi', 'yı', 'yü', 'ı', 'u', 'lr', 'i', 'lar']
Missing words: 
",['sınırları'],bfill
